Empresa,Market Share
Marindustrias SA de CV,33.1
Congeladora Daysa SA de CV,6.8
Pinsa Congelados SA de CV,3.1
Ahome Acuicola SA de CV,1.3
Otros,55.7
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
